,title,domestic_gross,foreign_gross,year
241,We Are Family,638000.0,We Are Family,2010
242,Leaves of Grass,70100.0,Leaves of Grass,2010
243,North Face,711000.0,North Face,2010
244,Creation,341000.0,Creation,2010
245,No One Knows About Persian Cats,81800.0,No One Knows About Persian Cats,2010
246,Carlos,146000.0,Carlos,2010
247,Hideaway (Le Refuge),34500.0,Hideaway (Le Refuge),2010
248,The Disappearance of Alice Creed,167000.0,The Disappearance of Alice Creed,2010
249,Break Ke Baad,428000.0,Break Ke Baad,2010
250,Veer (2010),527000.0,Veer (2010),2010
251,Life During Wartime,281000.0,Life During Wartime,2010
252,Enter the Void,336000.0,Enter the Void,2010
253,The Secret of Kells,677000.0,The Secret of Kells,2010
254,The Polar Express (IMAX re-issue 2010),673000.0,The Polar Express (IMAX re-issue 2010),2010
255,No Problem,285000.0,No Problem,2010
256,All Good Things,582000.0,All Good Things,2010
257,Jack Goes Boating,542000.0,Jack Goes Boating,2010
258,Holy Rollers,303000.0,Holy Rollers,2010
259,Chain Letter,139000.0,Chain Letter,2010
260,I Spit on Your Grave,93100.0,I Spit on Your Grave,2010
261,I'm Still Here,409000.0,I'm Still Here,2010
262,Salt of this Sea,11700.0,Salt of this Sea,2010
263,Undertow (2010),109000.0,Undertow (2010),2010
264,Father of My Children,144000.0,Father of My Children,2010
265,The Greatest (2010),115000.0,The Greatest (2010),2010
266,The Extra Man,453000.0,The Extra Man,2010
267,Tiny Furniture,392000.0,Tiny Furniture,2010
268,Dogtooth,110000.0,Dogtooth,2010
269,Grease (Sing-a-Long re-issue),366000.0,Grease (Sing-a-Long re-issue),2010
270,The Tempest,278000.0,The Tempest,2010
271,The Good Heart,20900.0,The Good Heart,2010
272,Formosa Betrayed,225000.0,Formosa Betrayed,2010
273,Red Hill,21100.0,Red Hill,2010
274,Welcome to the Rileys,159000.0,Welcome to the Rileys,2010
275,"A Woman, A Gun and A Noodle Shop",191000.0,"A Woman, A Gun and A Noodle Shop",2010
276,The Girl on the Train,208000.0,The Girl on the Train,2010
277,Mesrine: Public Enemy No. 1,275000.0,Mesrine: Public Enemy No. 1,2010
278,44 Inch Chest,39000.0,44 Inch Chest,2010
279,Karthik Calling Karthik,286000.0,Karthik Calling Karthik,2010
280,Last Train Home,288000.0,Last Train Home,2010
281,Eyes Wide Open,26300.0,Eyes Wide Open,2010
282,Waste Land,188000.0,Waste Land,2010
283,South of the Border,199000.0,South of the Border,2010
284,Human Centipede,181000.0,Human Centipede,2010
285,"Lovely, Still",128000.0,"Lovely, Still",2010
286,The Girl (Flickan),2200.0,The Girl (Flickan),2010
287,Sweetgrass,207000.0,Sweetgrass,2010
288,Bitch Slap,17400.0,Bitch Slap,2010
289,Chance Pe Dance,169000.0,Chance Pe Dance,2010
290,Client 9: The Rise and Fall of Eliot Spitzer,189000.0,Client 9: The Rise and Fall of Eliot Spitzer,2010
291,Casino Jack and the United States of Money,177000.0,Casino Jack and the United States of Money,2010
292,Perrier's Bounty,800.0,Perrier's Bounty,2010
293,Around a Small Mountain,33200.0,Around a Small Mountain,2010
294,Spring Fever,10800.0,Spring Fever,2010
295,The Eclipse,133000.0,The Eclipse,2010
296,George A. Romero's Survival of the Dead,102000.0,George A. Romero's Survival of the Dead,2010
297,The Romantics,107000.0,The Romantics,2010
298,Celine: Through the Eyes of the World,0.0,Celine: Through the Eyes of the World,2010
299,Freakonomics,101000.0,Freakonomics,2010
300,Saint John of Las Vegas,103000.0,Saint John of Las Vegas,2010
301,Band Baaja Baaraat,43800.0,Band Baaja Baaraat,2010
302,White Lion,0.0,White Lion,2010
303,Kisses,81700.0,Kisses,2010
304,Waking Sleeping Beauty,80700.0,Waking Sleeping Beauty,2010
305,Enemies of the People,73200.0,Enemies of the People,2010
306,Badmaash Company,0.0,Badmaash Company,2010
307,Hadewijch,5000.0,Hadewijch,2010
308,Alamar,61600.0,Alamar,2010
309,As Good as Dead,2000.0,As Good as Dead,2010
310,Inhale,4100.0,Inhale,2010
311,Hatchet 2,52600.0,Hatchet 2,2010
312,District B13: Ultimatum,36100.0,District B13: Ultimatum,2010
313,GasLand,30800.0,GasLand,2010
314,Boogie Woogie,2600.0,Boogie Woogie,2010
315,Come Undone (2010),10000.0,Come Undone (2010),2010
316,The Red Baron,37200.0,The Red Baron,2010
317,Bluebeard,33500.0,Bluebeard,2010
318,Daddy Longlegs,21800.0,Daddy Longlegs,2010
319,Living in Emergency,32200.0,Living in Emergency,2010
320,Nenette,18000.0,Nenette,2010
321,Picture Me,12000.0,Picture Me,2010
322,The Thorn in the Heart,7400.0,The Thorn in the Heart,2010
323,The Taqwacores,11400.0,The Taqwacores,2010
324,Cherry,11400.0,Cherry,2010
325,Terkel in Trouble,10800.0,Terkel in Trouble,2010
326,Kimjongilia,4400.0,Kimjongilia,2010
327,Aashayein (Wishes),0.0,Aashayein (Wishes),2010
328,Harry Potter and the Deathly Hallows Part 2,381000000.0,Harry Potter and the Deathly Hallows Part 2,2011
329,Transformers: Dark of the Moon,352400000.0,Transformers: Dark of the Moon,2011
330,Pirates of the Caribbean: On Stranger Tides,241100000.0,Pirates of the Caribbean: On Stranger Tides,2011
331,The Twilight Saga: Breaking Dawn Part 1,281300000.0,The Twilight Saga: Breaking Dawn Part 1,2011
332,Mission: Impossible - Ghost Protocol,209400000.0,Mission: Impossible - Ghost Protocol,2011
333,Kung Fu Panda 2,165200000.0,Kung Fu Panda 2,2011
334,Fast Five,209800000.0,Fast Five,2011
335,The Hangover Part II,254500000.0,The Hangover Part II,2011
336,The Smurfs,142600000.0,The Smurfs,2011
337,Cars 2,191500000.0,Cars 2,2011
338,Puss in Boots,149300000.0,Puss in Boots,2011
339,Sherlock Holmes: A Game of Shadows,186800000.0,Sherlock Holmes: A Game of Shadows,2011
340,Rio,143600000.0,Rio,2011
341,Rise of the Planet of the Apes,176800000.0,Rise of the Planet of the Apes,2011
342,Thor,181000000.0,Thor,2011
343,The Adventures of Tintin,77600000.0,The Adventures of Tintin,2011
344,Captain America: The First Avenger,176700000.0,Captain America: The First Avenger,2011
345,X-Men: First Class,146400000.0,X-Men: First Class,2011
346,Alvin and the Chipmunks: Chipwrecked,133100000.0,Alvin and the Chipmunks: Chipwrecked,2011
347,Real Steel,85500000.0,Real Steel,2011
348,Bridesmaids,169100000.0,Bridesmaids,2011
349,Super 8,127000000.0,Super 8,2011
350,Rango,123500000.0,Rango,2011
351,The Girl with the Dragon Tattoo (2011),102500000.0,The Girl with the Dragon Tattoo (2011),2011
352,The Green Hornet,98800000.0,The Green Hornet,2011
353,Immortals,83500000.0,Immortals,2011
354,Green Lantern,116600000.0,Green Lantern,2011
355,The Help,169700000.0,The Help,2011
356,Bad Teacher,100300000.0,Bad Teacher,2011
357,Just Go With It,103000000.0,Just Go With It,2011
358,Battle: Los Angeles,83600000.0,Battle: Los Angeles,2011
359,Horrible Bosses,117500000.0,Horrible Bosses,2011
360,Paranormal Activity 3,104000000.0,Paranormal Activity 3,2011
361,Gnomeo and Juliet,100000000.0,Gnomeo and Juliet,2011
362,Mr. Popper's Penguins,68200000.0,Mr. Popper's Penguins,2011
363,Hugo,73900000.0,Hugo,2011
364,The Lion King (in 3D),94200000.0,The Lion King (in 3D),2011
365,Hop,108100000.0,Hop,2011
366,War Horse,79900000.0,War Horse,2011
367,The Descendants,82600000.0,The Descendants,2011
368,Cowboys & Aliens,100200000.0,Cowboys & Aliens,2011
369,In Time,37500000.0,In Time,2011
370,Zookeeper,80400000.0,Zookeeper,2011
371,The Muppets,88600000.0,The Muppets,2011
372,Limitless,79200000.0,Limitless,2011
373,Johnny English Reborn,8300000.0,Johnny English Reborn,2011
374,Final Destination 5,42600000.0,Final Destination 5,2011
375,Tower Heist,78000000.0,Tower Heist,2011
376,Midnight in Paris,56800000.0,Midnight in Paris,2011
377,Happy Feet Two,64000000.0,Happy Feet Two,2011
378,I Am Number Four,55100000.0,I Am Number Four,2011
379,Jack and Jill,74200000.0,Jack and Jill,2011
380,Friends with Benefits,55800000.0,Friends with Benefits,2011
381,No Strings Attached,70700000.0,No Strings Attached,2011
382,Arthur Christmas,46500000.0,Arthur Christmas,2011
383,Source Code,54700000.0,Source Code,2011
384,"Crazy, Stupid, Love.",84400000.0,"Crazy, Stupid, Love.",2011
385,New Year's Eve,54500000.0,New Year's Eve,2011
386,Contagion,75700000.0,Contagion,2011
387,The Artist,44700000.0,The Artist,2011
388,The Three Musketeers (2011),20400000.0,The Three Musketeers (2011),2011
389,Unknown,63700000.0,Unknown,2011
390,The Adjustment Bureau,62500000.0,The Adjustment Bureau,2011
391,We Bought a Zoo,75600000.0,We Bought a Zoo,2011
392,Water for Elephants,58700000.0,Water for Elephants,2011
393,The Iron Lady,30000000.0,The Iron Lady,2011
394,Moneyball,75600000.0,Moneyball,2011
395,Sanctum,23200000.0,Sanctum,2011
396,Justin Bieber: Never Say Never,73000000.0,Justin Bieber: Never Say Never,2011
397,Paul,37400000.0,Paul,2011
398,Scream 4,38200000.0,Scream 4,2011
399,Insidious,54000000.0,Insidious,2011
400,The Rite,33000000.0,The Rite,2011
401,Dolphin Tale,72300000.0,Dolphin Tale,2011
402,Season of the Witch,24800000.0,Season of the Witch,2011
403,Sucker Punch,36400000.0,Sucker Punch,2011
404,Red Riding Hood,37700000.0,Red Riding Hood,2011
405,Spy Kids: All the Time in the World,38500000.0,Spy Kids: All the Time in the World,2011
406,J. Edgar,37300000.0,J. Edgar,2011
407,Hall Pass,45100000.0,Hall Pass,2011
408,"Big Mommas: Like Father, Like Son",37900000.0,"Big Mommas: Like Father, Like Son",2011
409,Abduction,28100000.0,Abduction,2011
410,"Tinker, Tailor, Soldier, Spy",24100000.0,"Tinker, Tailor, Soldier, Spy",2011
411,Priest,29100000.0,Priest,2011
412,Drive (2011),35100000.0,Drive (2011),2011
413,The Mechanic,29100000.0,The Mechanic,2011
414,The Ides of March,41000000.0,The Ides of March,2011
415,The Change-Up,37100000.0,The Change-Up,2011
416,The Lincoln Lawyer,58000000.0,The Lincoln Lawyer,2011
417,Diary of a Wimpy Kid: Rodrick Rules,52700000.0,Diary of a Wimpy Kid: Rodrick Rules,2011
418,Larry Crowne,35600000.0,Larry Crowne,2011
419,The Dilemma,48500000.0,The Dilemma,2011
420,The Darkest Hour,21400000.0,The Darkest Hour,2011
421,Hanna,40300000.0,Hanna,2011
422,Footloose (2011),51800000.0,Footloose (2011),2011
423,Elite Squad: The Enemy Within,100000.0,Elite Squad: The Enemy Within,2011
424,Colombiana,36700000.0,Colombiana,2011
425,Something Borrowed,39000000.0,Something Borrowed,2011
426,One Day,13800000.0,One Day,2011
427,Beginning of the Great Revival,151000.0,Beginning of the Great Revival,2011
428,Killer Elite,25100000.0,Killer Elite,2011
429,Extremely Loud & Incredibly Close,31800000.0,Extremely Loud & Incredibly Close,2011
430,The Tree of Life,13300000.0,The Tree of Life,2011
431,Tyler Perry's Madea's Big Happy Family,53300000.0,Tyler Perry's Madea's Big Happy Family,2011
432,Detective Dee and the Mystery of the Phantom Flame,460000.0,Detective Dee and the Mystery of the Phantom Flame,2011
433,Winnie the Pooh,26700000.0,Winnie the Pooh,2011
434,Conan the Barbarian (2011),21300000.0,Conan the Barbarian (2011),2011
435,Soul Surfer,43900000.0,Soul Surfer,2011
436,War of the Arrows,251000.0,War of the Arrows,2011
437,Arthur (2011),33000000.0,Arthur (2011),2011
438,The Debt,31200000.0,The Debt,2011
439,Beastly,27900000.0,Beastly,2011
440,Of Gods and Men,4000000.0,Of Gods and Men,2011
441,Born to Be Wild (IMAX),25900000.0,Born to Be Wild (IMAX),2011
442,Evangelion 2.0: You Can (Not) Advance,134000.0,Evangelion 2.0: You Can (Not) Advance,2011
443,Fright Night (2011),18300000.0,Fright Night (2011),2011
444,30 Minutes or Less,37100000.0,30 Minutes or Less,2011
445,The Roommate,37300000.0,The Roommate,2011
446,Shark Night 3D,18900000.0,Shark Night 3D,2011
447,Monte Carlo,23200000.0,Monte Carlo,2011
448,50/50,35000000.0,50/50,2011
449,Mars Needs Moms,21400000.0,Mars Needs Moms,2011
450,Dream House,21300000.0,Dream House,2011
451,Jumping the Broom,37300000.0,Jumping the Broom,2011
452,Don't Be Afraid of the Dark,24000000.0,Don't Be Afraid of the Dark,2011
453,RA One,2500000.0,RA One,2011
454,A Very Harold & Kumar 3D Christmas,35100000.0,A Very Harold & Kumar 3D Christmas,2011
455,My Week with Marilyn,14600000.0,My Week with Marilyn,2011
456,The Sitter,30400000.0,The Sitter,2011
457,Jane Eyre,11200000.0,Jane Eyre,2011
458,Courageous,34500000.0,Courageous,2011
459,Shaolin,66100.0,Shaolin,2011
460,African Cats,15400000.0,African Cats,2011
461,The Skin I Live In,3200000.0,The Skin I Live In,2011
462,I Don't Know How She Does It,9700000.0,I Don't Know How She Does It,2011
463,What's Your Number?,14000000.0,What's Your Number?,2011
464,Drive Angry,10700000.0,Drive Angry,2011
465,Carnage (2011),2500000.0,Carnage (2011),2011
466,A Dangerous Method,5700000.0,A Dangerous Method,2011
467,The Thing (2011),16900000.0,The Thing (2011),2011
468,The Eagle,19500000.0,The Eagle,2011
469,Legend of the Fist: The Return of Chen Zhen,50400.0,Legend of the Fist: The Return of Chen Zhen,2011
470,Apollo 18,17700000.0,Apollo 18,2011
471,Biutiful,5100000.0,Biutiful,2011
472,Your Highness,21600000.0,Your Highness,2011
473,Our Idiot Brother,24800000.0,Our Idiot Brother,2011
474,The Rum Diary,13100000.0,The Rum Diary,2011
475,The Women on the 6th Floor,720000.0,The Women on the 6th Floor,2011
476,Potiche,1600000.0,Potiche,2011
477,Warrior,13700000.0,Warrior,2011
478,Young Adult,16300000.0,Young Adult,2011
479,Sarah's Key,7700000.0,Sarah's Key,2011
480,The Way Back,2700000.0,The Way Back,2011
481,A Separation,7100000.0,A Separation,2011
482,The Guard,5400000.0,The Guard,2011
483,Margin Call,5400000.0,Margin Call,2011
484,Glee The 3D Concert Movie,11900000.0,Glee The 3D Concert Movie,2011
485,Shame,3900000.0,Shame,2011
486,13 Assassins,803000.0,13 Assassins,2011
487,Hoodwinked Too! Hood vs. Evil,10100000.0,Hoodwinked Too! Hood vs. Evil,2011
488,The Heir Apparent: Largo Winch,10400.0,The Heir Apparent: Largo Winch,2011
489,The Last Godfather,164000.0,The Last Godfather,2011
490,Delhi Belly,1500000.0,Delhi Belly,2011
491,Melancholia,3000000.0,Melancholia,2011
492,Judy Moody and the NOT Bummer Summer,15000000.0,Judy Moody and the NOT Bummer Summer,2011
493,The Conspirator,11500000.0,The Conspirator,2011
494,Anonymous,4500000.0,Anonymous,2011
495,Ip Man 2: Legend of the Grandmaster,206000.0,Ip Man 2: Legend of the Grandmaster,2011
496,The Housemaid,158000.0,The Housemaid,2011
497,Desert Flower,44300.0,Desert Flower,2011
498,Pina,3500000.0,Pina,2011
499,Beginners,5800000.0,Beginners,2011
500,My Afternoons with Margueritte,667000.0,My Afternoons with Margueritte,2011
501,I Saw the Devil,129000.0,I Saw the Devil,2011
502,The Hedgehog,708000.0,The Hedgehog,2011
503,Gainsbourg: A Heroic Life,233000.0,Gainsbourg: A Heroic Life,2011
504,The Warring States,69000.0,The Warring States,2011
505,What Women Want (Wo Zhi Nu Run Xin),124000.0,What Women Want (Wo Zhi Nu Run Xin),2011
506,Snow Flower and the Secret Fan,1300000.0,Snow Flower and the Secret Fan,2011
507,Win Win,10200000.0,Win Win,2011
508,Flying Monsters,5700000.0,Flying Monsters,2011
509,City of Life and Death,123000.0,City of Life and Death,2011
510,Le Havre,612000.0,Le Havre,2011
511,Straw Dogs (2011),10300000.0,Straw Dogs (2011),2011
512,Prom,10100000.0,Prom,2011
513,In a Better World,1000000.0,In a Better World,2011
514,Trespass (2011),24100.0,Trespass (2011),2011
515,Saving Private Perez,1400000.0,Saving Private Perez,2011
516,Point Blank,708000.0,Point Blank,2011
517,Winter in Wartime,543000.0,Winter in Wartime,2011
518,Barney's Version (U.S. only),4400000.0,Barney's Version (U.S. only),2011
519,Outrage (2011),44700.0,Outrage (2011),2011
520,Senna,1600000.0,Senna,2011
521,Last Night,99000.0,Last Night,2011
522,The Big Year,7200000.0,The Big Year,2011
523,The Beaver,971000.0,The Beaver,2011
524,Take Me Home Tonight,6900000.0,Take Me Home Tonight,2011
525,Cedar Rapids,6900000.0,Cedar Rapids,2011
526,The Princess of Montpensier,352000.0,The Princess of Montpensier,2011
527,Cave of Forgotten Dreams,5300000.0,Cave of Forgotten Dreams,2011
528,Sex and Zen 3D: Extreme Ecstasy,153000.0,Sex and Zen 3D: Extreme Ecstasy,2011
529,We Need to Talk About Kevin,1700000.0,We Need to Talk About Kevin,2011
530,Attack the Block,1000000.0,Attack the Block,2011
531,Even the Rain,518000.0,Even the Rain,2011
532,Young Goethe in Love,162000.0,Young Goethe in Love,2011
533,11-11-11,32800.0,11-11-11,2011
534,Certified Copy,1400000.0,Certified Copy,2011
535,Thank You (2011),464000.0,Thank You (2011),2011
536,The Company Men,4400000.0,The Company Men,2011
537,Force,0.0,Force,2011
538,Tucker & Dale Vs. Evil,224000.0,Tucker & Dale Vs. Evil,2011
539,London Boulevard,16100.0,London Boulevard,2011
540,Dylan Dog: Dead of Night,1200000.0,Dylan Dog: Dead of Night,2011
541,The Names of Love,514000.0,The Names of Love,2011
542,The Way,4400000.0,The Way,2011
543,Burke and Hare,4800.0,Burke and Hare,2011
544,King of Devil's Island,7600.0,King of Devil's Island,2011
545,Bride Flight,501000.0,Bride Flight,2011
546,Trollhunter,253000.0,Trollhunter,2011
547,Buck,4000000.0,Buck,2011
548,Carancho,85500.0,Carancho,2011
549,Like Crazy,3400000.0,Like Crazy,2011
550,The Double,138000.0,The Double,2011
551,Don 2,3700000.0,Don 2,2011
552,Love Crime,540000.0,Love Crime,2011
553,Incendies (U.S. only),2100000.0,Incendies (U.S. only),2011
554,Martha Marcy May Marlene,3000000.0,Martha Marcy May Marlene,2011
555,Fireflies in the Garden,70600.0,Fireflies in the Garden,2011
556,The King's Speech (PG-13),3300000.0,The King's Speech (PG-13),2011
557,Machine Gun Preacher,539000.0,Machine Gun Preacher,2011
558,The Last Circus,40500.0,The Last Circus,2011
559,From Prada to Nada,3000000.0,From Prada to Nada,2011
560,Flypaper,5000.0,Flypaper,2011
561,Zindagi Na Milegi Dobara,3100000.0,Zindagi Na Milegi Dobara,2011
562,Take Shelter,1700000.0,Take Shelter,2011
563,The Greatest Miracle,555000.0,The Greatest Miracle,2011
564,Rapt,45800.0,Rapt,2011
565,Pastorela,161000.0,Pastorela,2011
566,The Double Hour,1500000.0,The Double Hour,2011
567,Everything Must Go,2700000.0,Everything Must Go,2011
568,3 (2011),60000.0,3 (2011),2011
569,Oranges and Sunshine,143000.0,Oranges and Sunshine,2011
570,Ong Bak 3,14900.0,Ong Bak 3,2011
571,Poetry,356000.0,Poetry,2011
572,The Tree,71200.0,The Tree,2011
573,"The Butcher, the Chef and the Swordsman",47900.0,"The Butcher, the Chef and the Swordsman",2011
574,The Trip (2011),2000000.0,The Trip (2011),2011
575,Armadillo,14600.0,Armadillo,2011
576,Bodyguard,1800000.0,Bodyguard,2011
577,Brighton Rock,230000.0,Brighton Rock,2011
578,A Somewhat Gentle Man,37700.0,A Somewhat Gentle Man,2011
579,The Topp Twins: Untouchable Girls,29300.0,The Topp Twins: Untouchable Girls,2011
580,Another Earth,1300000.0,Another Earth,2011
581,A Better Life,1800000.0,A Better Life,2011
582,Chalet Girl,1700.0,Chalet Girl,2011
583,Yamla Pagla Deewana,993000.0,Yamla Pagla Deewana,2011
584,Bill Cunningham New York,1500000.0,Bill Cunningham New York,2011
585,The Art of Getting By,1400000.0,The Art of Getting By,2011
586,The Devil's Double,1400000.0,The Devil's Double,2011
587,Uncle Boonmee Who Can Recall His Past Lives,184000.0,Uncle Boonmee Who Can Recall His Past Lives,2011
588,The Whistleblower,1100000.0,The Whistleblower,2011
589,Red State,1100000.0,Red State,2011
590,London River,7200.0,London River,2011
591,Desi Boyz,1100000.0,Desi Boyz,2011
592,When We Leave (Die Fremde),19600.0,When We Leave (Die Fremde),2011
593,There Be Dragons,1100000.0,There Be Dragons,2011
594,Vanishing on 7th Street,22700.0,Vanishing on 7th Street,2011
595,Page One: A Year Inside the New York Times,1100000.0,Page One: A Year Inside the New York Times,2011
596,The Time That Remains,32900.0,The Time That Remains,2011
597,Rockstar (2011),987000.0,Rockstar (2011),2011
598,Meek's Cutoff,978000.0,Meek's Cutoff,2011
599,Texas Killing Fields,45500.0,Texas Killing Fields,2011
600,Ready,955000.0,Ready,2011
601,Miral,373000.0,Miral,2011
602,Submarine,468000.0,Submarine,2011
603,Higher Ground,842000.0,Higher Ground,2011
604,Mozart's Sister,708000.0,Mozart's Sister,2011
605,Plastic Planet,3200.0,Plastic Planet,2011
606,Chillar Party,6300.0,Chillar Party,2011
607,Mausam,728000.0,Mausam,2011
608,The First Grader,332000.0,The First Grader,2011
609,Hobo With a Shotgun,703000.0,Hobo With a Shotgun,2011
